 0.09151273	 0.15037434	 0.20365033	 0.11633852	 0.22575015
-0.12481738	 0.06917576	 0.14483719	 0.24689484	 0.18399765
-0.19746597	-0.13342722	-0.15990645	-0.1400764 	-0.03168981
-0.28068477	-0.26388302	-0.33141249	-0.37524068	-0.37800786
 0.01195197	-0.03303801	-0.1397178 	-0.20712015	-0.22651981

-0.00255708	 0.04954543	 0.23209469	 0.21112104	 0.25741005
-0.16111813	 0.02630327	 0.03427621	 0.19489822	 0.17277874
-0.21943958	-0.1977185 	-0.18479456	-0.22325623	-0.16017768
-0.18637829	-0.16293581	-0.295194  	-0.40492785	-0.36580414
 0.07428886	 0.06320953	-0.09379375	-0.13746026	-0.17531832

 0.1239609 	 0.11693453	 0.18841712	 0.21665619	 0.1550737 
 0.02778805	 0.14494109	 0.1274035 	 0.16850968	 0.23900375
-0.22874483	-0.17219894	-0.09459   	-0.08539329	-0.06226669
-0.17571719	-0.1431642 	-0.19466686	-0.31372434	-0.18746494
 0.07885264	-0.02899292	-0.00774715	-0.12244188	-0.0716275 

-0.02656781	 0.07723767	 0.11002106	 0.18748768	 0.17127521
-0.21618833	-0.16703376	-0.13524202	-0.01025034	-0.07549541
-0.25894839	-0.19603489	-0.29773051	-0.40946764	-0.3450776 
-0.02819764	 0.02050579	-0.11367434	-0.21784182	-0.279605  
 0.14822577	 0.21313721	 0.03295213	-0.03206791	-0.03273731

-0.05242063	-0.08801959	-0.07030245	-0.11841831	-0.18586473
-0.07938221	-0.13695396	-0.27143121	-0.34014082	-0.31660727
 0.03010065	 0.0513645 	-0.11074642	-0.15693018	-0.25146088
 0.28070027	 0.29887155	 0.19895053	 0.26470342	 0.2042567 
 0.17023361	 0.14140913	 0.22680502	 0.34381041	 0.31234103

-0.09439702	-0.03941962	-0.0856305 	-0.07622109	-0.12119702
 0.10222675	-0.00777222	-0.10264006	-0.14455271	-0.28662694
 0.24476504	 0.17252223	 0.08751522	 0.15943697	 0.03254823
 0.36143151	 0.40168685	 0.38775679	 0.42833579	 0.42286858
 0.01673765	 0.05160976	 0.23480481	 0.38040528	 0.31874946

-0.03219107	 0.0071307 	-0.06910938	-0.06074983	 0.10496426
 0.08184766	 0.179276  	 0.25334048	 0.28629595	 0.30085215
 0.13761592	 0.08425816	 0.04936207	 0.16543952	 0.18479927
-0.17242368	-0.24454373	-0.3344399 	-0.26664639	-0.16971043
-0.1305159 	-0.17010044	-0.26624709	-0.23709269	-0.19638759

-0.02002092	 0.03999393	 0.11314385	 0.06173175	 0.14445096
 0.17426495	 0.22087958	 0.19096063	 0.20131139	 0.36834481
 0.11170791	-0.04013479	-0.11237449	-0.07136741	 0.03083628
-0.18524757	-0.28983831	-0.44734237	-0.31352478	-0.24629894
-0.06122756	-0.06776971	-0.12625951	-0.16398899	-0.07596025

-0.06201829	-0.02826991	-0.02825783	-0.03496049	 0.16127481
 0.14334303	 0.15697753	 0.23652163	 0.3009927 	 0.34711382
 0.2352695 	 0.23947084	 0.10614707	 0.08929765	 0.27113321
-0.01335691	-0.24722999	-0.35807645	-0.18667565	-0.06826933
-0.11141139	-0.15181741	-0.22443233	-0.11896813	-0.02848032

 0.0269154 	 0.07945825	 0.19933742	 0.18349524	 0.15516049
 0.16307473	 0.21982837	 0.19230761	 0.0701891 	 0.18645701
-0.01834398	-0.15235367	-0.34108922	-0.37964639	-0.17580098
-0.21729982	-0.34223866	-0.41067094	-0.34867704	-0.28464222
 0.07667816	 0.1757154 	 0.20752709	 0.03526318	 0.05095881

 0.10020355	 0.12837607	 0.12570371	 0.10772587	-0.03894594
 0.01590307	-0.12297952	-0.17562965	-0.24862064	-0.32543758
-0.2798146 	-0.44083464	-0.47745356	-0.47433922	-0.4855147 
-0.067139  	-0.08579217	 0.06765439	 0.02455619	-0.04677805
 0.13827199	 0.35339713	 0.44917637	 0.28656992	 0.0839043 

 0.09809718	 0.0522004 	 0.09622108	 0.05298001	 0.01370399
-0.09596427	-0.17109944	-0.19960335	-0.27627397	-0.24030587
-0.26119259	-0.27709964	-0.17544203	-0.1613954 	-0.29413936
 0.08147709	 0.256659  	 0.44707918	 0.33296475	 0.1372232 
 0.16384855	 0.33873779	 0.36900583	 0.32577515	 0.19940068

-0.17765081	-0.10468354	-0.1082559 	-0.07314305	-0.06813236
 0.05544789	 0.13601199	 0.11749192	 0.07107879	 0.09434386
 0.32893813	 0.29996875	 0.30223396	 0.23766975	 0.07839333
  3.06463391e-01	  3.36552292e-01	  1.48838237e-01	 -3.33535194e-04	   1.56321060e-02
 0.19381416	 0.05883016	-0.21084921	-0.13126211	 0.03412815

-0.12820351	-0.0357271 	-0.0066135 	-0.02799598	-0.09388452
 0.14664869	 0.16812401	 0.20755708	 0.16549599	 0.01335159
 0.29904819	 0.42157909	 0.30928355	 0.19963343	 0.09581321
 0.29772699	 0.25152466	 0.08564111	-0.08888464	 0.027416  
 0.08503083	-0.13428646	-0.19361657	-0.14927311	 0.02413187

-0.22977084	-0.11084182	-0.06704985	-0.02865045	-0.05064922
 0.05052577	-0.00719592	 0.10044035	 0.03008778	-0.0158608 
 0.15688045	 0.2318593 	 0.15307906	 0.07493483	 0.08792962
 0.22551027	 0.21048065	 0.1509282 	-0.06178943	 0.0215706 
 0.04005044	-0.07648405	-0.1995486 	-0.19315962	-0.07926754

-0.02292991	 0.08752108	 0.12060995	 0.04012939	-0.05330883
 0.21924175	 0.2896747 	 0.29517972	 0.20376103	 0.13852865
 0.25120634	 0.23118618	 0.16028844	 0.02158067	 0.03484478
 0.15062454	 0.09136944	-0.07147218	-0.1164654 	-0.08171255
-0.01536216	-0.11366702	-0.33479181	-0.1821157 	-0.08729942

 0.28366524	 0.25335369	 0.23811114	 0.1028744 	 0.11275969
 0.17405459	 0.1390384 	 0.1002633 	 0.07745095	 0.02675914
-0.11286863	-0.23338051	-0.2482253 	-0.22148213	 0.00070456
-0.16759069	-0.39702332	-0.33814481	-0.04767454	 0.03245267
-0.16254333	-0.09480014	 0.08254921	 0.09554514	 0.07186554

 0.12270895	 0.07242396	 0.04691616	-0.00710056	 0.08507478
-0.03394868	-0.13484357	-0.2204165 	-0.13620025	-0.04903755
-0.24630904	-0.42794743	-0.41938379	-0.25680384	-0.18572251
-0.32156858	-0.4229759 	-0.30950639	-0.07362435	-0.01510862
-0.17075831	-0.12692884	 0.07750481	 0.1935754 	-0.004224  

 0.13445131	 0.12946762	-0.02765216	-0.28214693	-0.32337993
-0.04198256	-0.13250011	-0.34305143	-0.43404293	-0.46327165
-0.23023424	-0.32419002	-0.36254245	-0.34053969	-0.22524279
 -7.86563905e-05	  1.76024698e-02	 -4.15364616e-02	 -2.27056947e-02	   9.47582424e-02
 0.32404941	 0.34126419	 0.31953746	 0.21619773	 0.1583889 

 0.17742632	 0.11456304	-0.04225292	-0.2902638 	-0.32100597
-0.07374787	-0.11251856	-0.27413002	-0.43121105	-0.33097392
