 0.42062905	 0.65007722	 0.24473545	 0.63179725	-0.37986517	 0.67792863	 -0.21105148	 0.51088375	 0.86949748	-0.4440513 	 0.0964139 	-0.47051772	  0.12708706	 0.60421842	 0.64412141	 0.62126887	 0.12744564	 0.33315504	 -0.51882344	-0.55451435	-0.4566412 	 0.47053391	-0.26266864	-0.21708293	 -0.36135137	-0.56996584	-0.12056266	-0.04022667	-0.28383413	-0.11512485	 -0.14215314	 0.36081859	 0.4964633 	-0.75980186	 0.44595611	 0.0192309	  0.07641276	 0.63655359	-0.60302323	-0.53307462	-0.31953192	-0.48173323	 -0.22131421	 0.40799859	-0.57664591	-0.16174908	 0.0885397 	-0.4378615	 -0.44403684	-0.42401332	-0.41627297	 0.41481912	-0.466602  	-0.65827584	  0.66471088	-0.43568069	 0.38886121	 0.76459241	-0.62304378	-0.71511167	 -0.2982125 	-0.58556688	-0.7558105 	 0.47610295	 0.48318568	 0.43239605	  0.04159103	-0.00698729	-0.08203329	-0.24109013	-1.0288415 	 0.55468333	  0.32352379	-0.7030372 	-0.17195752	-0.23074941	 0.28228188	 0.02454272	  0.5894165 	 0.11717935	 0.17855886	-0.23622602	 0.07286369	 0.08799655
-0.00901981	-0.62976211	-0.11131942	-0.5288499 	 0.20692976	-0.5374338	 -0.09975325	-0.70789576	-0.80472732	 0.45561266	-0.13418499	 0.66659677	 -0.05352042	-0.32801211	-0.73440099	-0.29723349	-0.16936179	-0.49306217	  0.30584106	 0.72633773	 0.48265341	-0.24473064	 0.43713883	 0.64586288	  0.41943181	 0.68054926	-0.39213872	-0.05408766	 0.14930773	-0.53706014	  0.44058165	 0.07527299	-0.3064554 	 0.08212122	-0.37072828	 0.03318662	  0.04828051	-0.75566083	 0.50362945	 0.51295656	 0.75448251	 0.47719967	  0.33372039	-0.33430186	 0.29174742	-0.48361132	-0.14024046	 0.00285916	  0.65408039	 0.397863  	 0.36825368	 0.05557919	-0.00578516	 0.48321554	 -0.79190642	 0.77914876	-0.96977913	-0.36646754	 0.45950431	 0.48585287	  0.11866023	 0.54149848	 0.66247422	-0.40346736	-0.37521261	-0.24842823	 -0.44466767	-0.14248271	 0.30131969	-0.16554813	 0.61819655	-0.67964172	  0.60973638	 0.92302918	 0.10561392	-0.29150963	 0.27394664	-0.47799715	 -0.81874377	-0.46164081	-0.29041219	 0.13072293	-0.63805711	-0.09208187
-0.40034041	 0.80992818	-0.39242974	-0.59574616	-0.4958216 	-0.20755337	 -0.20319992	 0.23689915	 0.14542072	 0.054998  	-0.56772202	 0.05920189	  0.06718199	 0.30729344	 0.42004001	-0.39909914	 0.48575228	-0.25571823	  0.19338635	 0.49468639	-0.22563362	 0.30879825	-0.28444657	 1.13377726	  0.53105313	-0.11651307	-0.50169504	 0.78154969	 0.66384506	 0.24236549	 -0.20862214	 0.30336425	 0.97485971	-1.18091512	 0.48243713	 0.57133567	  0.0629019 	 0.00306674	-0.35460547	 0.58384043	-0.3199341 	 0.0641494	 -0.16993056	-0.12311492	 0.3682867 	-0.11922223	 0.42438769	-0.64834034	  0.71073872	-0.53848755	-0.28277552	 0.70637977	-0.5544253 	-0.38287622	 -0.35975099	 0.37615326	 0.16887484	 0.65738851	 0.4012427 	 0.22006471	  0.04818375	-0.28290266	-0.59146625	 0.40070954	 0.3188875 	-0.06906007	 -0.36816254	 0.25344533	 0.80170691	-0.23972194	 0.04581976	 0.56175107	 -0.15586518	 0.60025388	-0.19841319	-0.02291454	 0.15641494	-0.03786894	 -1.33133173	-1.07340503	-0.03787324	 0.08571042	-0.6329968 	 0.03358538
-0.03884494	 0.10915114	 0.81250978	-0.56145519	-0.3191714 	 0.55314845	  0.1700294 	-0.17171265	 0.62382805	 0.71806574	-0.188237  	 0.23683123	 -0.0338212 	-0.32123837	-0.03288927	-0.43730426	 0.21815051	 0.57027048	  0.02234585	 0.62802017	 0.89069653	-0.18088476	-0.6301989 	 0.12275422	  0.61626357	-0.78927988	-0.23292182	 0.26597992	-0.38730031	 0.3013854	 -0.56107306	-0.78060102	 0.96625632	-0.37689507	-0.40935269	 0.04258257	  0.33519188	-0.67199832	 0.63909602	 0.09585795	-0.01381313	-0.18411742	  0.49365738	-0.80830091	-0.08650488	 0.39127254	 0.44618666	 0.10469064	 -0.36863169	-0.67605317	 0.53498119	-0.25300306	-0.37920874	 0.54190737	 -0.55021203	-0.6940003 	 0.50583971	 0.05726882	-0.26240149	-0.17358363	  0.53449619	 0.38315815	-0.2509644 	-0.68312269	 0.38993037	 0.44455174	 -0.35601389	 0.53745323	-0.20546548	-0.26976597	 0.34659514	-0.13536967	  0.56500179	 0.15938447	-0.63203198	-0.31511232	 0.02307287	 0.40183291	  0.58420223	-0.61522979	-0.60557038	 0.36796281	-0.44511476	-0.43724704
-0.5535844 	 0.14907619	-0.58168435	 0.14682768	 0.24549663	-0.55170202	 -0.4463369 	 0.4040505 	-1.05898619	-0.29761511	 0.18694426	 0.03448323	  0.11556831	-0.65184969	 0.56526065	 0.13723594	-0.26591814	-0.94234496	  0.20157599	-0.25477254	-0.59217042	 0.06360634	 0.44178081	-0.27445665	 -0.47878045	 0.27345875	 0.15987112	-0.42247841	-0.26927084	 0.35967809	  0.12396456	-0.0016164 	-0.68001729	 0.75200057	-0.08641502	 0.29437897	 -0.2889618 	 0.2343466 	-0.21826327	 0.21746612	 1.02927732	 0.07188006	 -0.10513338	 0.27915651	 0.23648976	 0.61975896	-0.89630091	 0.59625781	 -0.65376395	 0.57498336	 0.4841654 	-0.56215113	 0.75927556	 0.06544523	  0.16907717	 0.29241091	-0.242947  	-0.56583172	 0.71280718	-0.42672199	 -0.27873069	-0.38187104	 0.7757417 	 0.20238529	 0.15418389	-0.74744135	  0.39769146	-0.36612144	-0.36076674	 0.37023726	 0.20730482	 0.07600309	 -0.93928677	-0.67269737	 0.60027337	 0.817545  	-0.82425117	-0.02709966	  0.47299677	 0.60536855	 0.34748781	-0.32324946	 0.52849609	 0.64375156
 0.50235945	-0.88791877	 0.73760384	 0.56068742	 0.42094058	 0.78963619	  0.09448925	-0.90849787	-0.17385265	-0.18049626	 0.22367194	-0.39564538	 -0.20923162	 0.49373505	-0.5111891 	 0.08664227	-0.73992008	 0.67469198	 -0.54235494	-0.72359544	 0.6360302 	-0.41016504	-0.54945201	-0.35518205	 -0.3861047 	-0.0842024 	-0.16497481	-0.64722407	 0.2101077 	-0.33693084	  0.45340177	 0.12832274	-0.41391319	 0.64048856	-0.20824553	-0.02663958	 -0.01696471	 0.26313022	-0.13932472	-1.110672  	-0.55978131	-0.26385075	  0.475454  	 0.43151218	-0.80259389	-0.59373856	-0.60179746	 0.50413197	 -0.31327933	-0.29306766	 0.11077804	 0.58822608	 0.31092954	 0.66594374	  0.48911923	-0.01815193	 0.46440145	-0.46362743	-0.81485873	 0.12677671	  0.38916096	 0.30282027	 0.38979828	-0.4194057 	 0.71469265	 0.20722315	  0.0998652 	-0.23177221	-0.30019414	 0.50289011	 0.16398337	 0.17076978	  0.67434633	 0.15013674	 0.2099251 	-0.47842288	 0.39291593	-0.5219487	  0.53457946	 0.6177898 	 0.3477999 	 0.09504288	-0.01478089	-0.10377601
-0.44930851	 0.17828126	-0.71106339	 0.29503411	-0.5108254 	 0.41209012	 -0.55114275	-0.13340975	-0.70211363	-0.25670674	-0.35842794	 0.21441449	 -0.29032531	 0.84811771	 0.89606738	 0.75244421	 0.48300883	-0.83849782	 -0.31176162	-0.50089324	-0.28578997	-0.09175322	 0.628169  	-0.400363	 -0.67182893	-0.30114728	 0.19363497	-0.1799652 	-0.33312505	-0.75370044	  0.54738474	 0.28425261	-0.49599865	 0.22365269	 0.80902433	 0.39550474	  0.36690187	 0.54963332	-0.74125886	-0.15968682	-0.05064507	-0.46673131	 -0.53124362	 0.40910995	-0.31839994	-0.47212213	-0.83230805	-0.22112158	  1.2798177 	 0.48541871	-0.29267931	-0.15099418	 0.51425356	-0.75322372	 -0.11920594	 0.52899885	 0.19488789	-0.22800991	 0.34659198	-0.53431737	 -0.0764351 	-0.78604937	 0.46409503	 0.17365924	 0.61958486	 0.09634597	 -0.63590264	-0.3606219 	-0.20408911	-0.56317967	 0.06029131	 0.0764396	  0.24599533	 0.85932201	-0.4976612 	 0.28309843	 0.10736194	-0.46698079	 -0.01302542	-0.00956276	 0.49072507	-0.50301522	 0.30003268	 0.70928907
 0.11398539	-0.09974495	 0.36399427	-0.4943994 	 0.70695233	-0.57932645	  0.17595816	-0.44624901	 0.29883778	 0.70710105	 0.13154759	 0.33551341	  0.80067849	-0.61896223	-0.38344216	-0.35242385	-0.62760276	 0.34372541	  0.06872626	 0.31442589	-0.71858597	 0.04083809	-0.19016013	 0.15940967	  0.11287406	 0.3372941 	-0.11564545	-0.27548665	-0.09449866	 0.65781903	 -0.52609557	 0.50167775	 0.4338246 	-0.37160376	-0.60602975	-0.4578729	 -0.30473635	 0.26238599	 0.39209411	-0.32283759	-0.2914533 	 1.1809783	  0.81816047	 0.61445814	 0.08743827	 0.47769958	 0.18455908	 0.11425576	 -0.18688889	-0.95606589	 0.60234702	 0.15813738	-0.31946403	 0.40017134	 -0.22669317	-0.18784595	-0.00679196	 0.68261302	-0.58776963	 0.36131519	 -0.58676749	 0.58401376	-0.04268155	-0.10343738	-0.52428275	-0.78032088	  0.04130449	 0.20535091	 0.73411709	 0.4052363 	-0.46724063	 0.55679989	 -1.128245  	-0.18712389	 0.65755999	 0.28463635	 0.00791693	 0.75808609	 -0.65163726	-0.08278546	-0.89779025	-0.00169223	-0.43784153	-0.37547916
 0.50154114	-0.37221232	-0.4913449 	 0.57384628	-0.29462987	-0.10192542	  0.37722921	 0.65967101	-0.07668036	-0.45612317	 0.38115591	 0.05843087	 -0.29221854	 0.3064695 	-0.48286906	 0.35499147	 0.29551503	 0.18389264	 -0.00542662	 0.38044569	 0.13479406	-0.19347988	 0.51472509	-0.26294455	  0.53037363	 0.28598648	 0.43864158	 0.25948659	 0.99919003	-0.51833922	  0.30470705	-0.05335153	-0.28780773	 0.56550723	 0.03392089	-0.04491833	  0.2743744 	-0.2209805 	 0.06773312	 0.47691864	-0.64226419	-0.72635925	 -0.68962675	-0.35183501	 0.56632715	-0.26475492	 0.60970891	-0.16735099	 -0.21190996	 0.85190088	-0.65649569	-0.54156727	-0.34315097	-0.29088137	  0.18525697	-0.32263401	-0.19232196	-0.2737579 	 0.49177778	 0.40982971	  0.32822677	-0.08966521	-0.87372106	 0.13049585	-0.60245281	 0.39968485	  0.39493802	-0.18703312	-0.58025205	-0.46583942	 0.22564399	-0.85559064	  0.46759668	-0.38382247	-0.15846743	-0.60746217	 0.57938445	-0.39422446	  0.24202439	 0.49973345	 0.36801171	 0.19453868	 0.52240318	-0.59408516
 -5.58261236e-04	  2.57690042e-01	  2.38529682e-01	  2.86702126e-01	   3.84548455e-01	 -4.06296641e-01	  7.38178611e-01	  6.15635574e-01	   8.00432861e-01	 -4.72776353e-01	  4.98351306e-01	 -5.25648117e-01	  -3.38211954e-01	 -7.93912768e-01	 -5.67193329e-01	 -4.82433349e-01	   3.79234195e-01	  4.01841938e-01	  4.36476946e-01	 -4.54257727e-01	   8.14312324e-02	  1.04951382e-01	 -1.39756510e-02	 -4.36495870e-01	  -3.92049253e-01	  4.00127292e-01	  7.72843063e-01	  4.12210375e-01	  -7.42343962e-01	  5.63675463e-01	 -5.04485488e-01	 -7.28722632e-01	  -4.58465070e-01	  4.59588140e-01	 -1.87925816e-01	 -8.14072669e-01	  -5.85491419e-01	 -2.79380769e-01	  2.83312857e-01	  2.89772391e-01	   5.48557460e-01	  1.85656101e-01	 -1.43083900e-01	 -6.47466958e-01	   7.35880062e-02	  6.62661910e-01	  3.45194817e-01	  2.10413918e-01	  -5.63715041e-01	  5.25936782e-01	 -3.78266931e-01	 -3.64562750e-01	   4.76218879e-01	 -2.99070537e-01	  2.74574310e-01	 -2.59569675e-01	  -1.08904131e-01	 -3.89581501e-01	 -1.64692849e-01	  1.80057213e-01	  -1.18456930e-01	  3.46331298e-01	  2.32517093e-01	 -1.12646036e-01	  -1.11283207e+00	  1.46049663e-01	  6.43989205e-01	  4.38649595e-01	  -1.26288300e-02	  3.52853805e-01	  3.90259475e-02	 -4.42936718e-01	  -6.44552529e-01	 -7.85880983e-01	  3.10101267e-02	  5.23665905e-01	  -7.32989967e-01	  8.11720788e-01	  5.33667505e-01	  5.17979264e-01	   1.24248952e-01	  1.65691093e-01	  4.56793875e-01	 -1.53695121e-01
